Tow Spacing (mm),Average Gap (%),Average Overlap (%),Intersection Spacing (mm),Intersection Gap/Overlap (%)
6.265,0.5472890291920864,0.664104644799685,6.271383160824433,0.610606959594579
6.265777777777777,0.5641914195449705,0.6527315448992529,6.271383160824433,0.610606959594579
6.266555555555556,0.5715798194509827,0.6410289968526761,6.271383160824433,0.610606959594579
6.267333333333333,0.5776813554796879,0.6446773863124625,6.271383160824433,0.610606959594579
6.268111111111111,0.5985779409010169,0.6275239826536543,6.271383160824433,0.610606959594579
6.268888888888889,0.5981643898935968,0.6364576271277508,6.271383160824433,0.610606959594579
6.269666666666667,0.5759611326576829,0.5939228327763514,6.271383160824433,0.610606959594579
6.270444444444444,0.59745729702455,0.6374433079850913,6.271383160824433,0.610606959594579
6.271222222222223,0.6137902283730435,0.6155941291812556,6.271383160824433,0.610606959594579
6.272,0.5984062516106075,0.5914923311958542,6.271383160824433,0.610606959594579
