Id,TimeStamp,X_mm_,Y_mm_,Z_mm_
1,26.07.2023 15:47:47.790,-78.6693482829999,299.4920744632,23.8069295242
2,26.07.2023 15:47:47.800,-78.6683499089999,299.4921314622,23.8069295452
3,26.07.2023 15:47:47.810,-78.6692912849999,299.4910760952,23.8069330592
4,26.07.2023 15:47:47.820,-78.6693485049999,299.4920779912,23.8079295182
5,26.07.2023 15:47:47.830,-78.6683499089999,299.4921314622,23.8069295452
6,26.07.2023 15:47:47.840,-78.6683501309999,299.4921349902,23.8079295392
7,26.07.2023 15:47:47.850,-78.6683501309999,299.4921349902,23.8079295392
8,26.07.2023 15:47:47.860,-78.6683501309999,299.4921349902,23.8079295392
9,26.07.2023 15:47:47.870,-78.6693485049999,299.4920779912,23.8079295182
10,26.07.2023 15:47:47.880,-78.6692912849999,299.4910760952,23.8069330592
11,26.07.2023 15:47:47.890,-78.6693485049999,299.4920779912,23.8079295182
12,26.07.2023 15:47:47.900,-78.6683499089999,299.4921314622,23.8069295452
13,26.07.2023 15:47:47.910,-78.6692910629999,299.4910725672,23.8059330652
14,26.07.2023 15:47:47.920,-78.6692910629999,299.4910725672,23.8059330652
15,26.07.2023 15:47:47.930,-78.6683496869999,299.4921279342,23.8059295512
16,26.07.2023 15:47:47.940,-78.6683496869999,299.4921279342,23.8059295512
17,26.07.2023 15:47:47.950,-78.6683501309999,299.4921349902,23.8079295392
18,26.07.2023 15:47:47.960,-78.6693485049999,299.4920779912,23.8079295182
19,26.07.2023 15:47:47.970,-78.6693482829999,299.4920744632,23.8069295242
20,26.07.2023 15:47:47.980,-78.6693487269999,299.4920815192,23.8089295122
21,26.07.2023 15:47:47.990,-78.6693485049999,299.4920779912,23.8079295182
22,26.07.2023 15:47:48.000,-78.670289659,299.4910190962,23.8069330382
23,26.07.2023 15:47:48.010,-78.6692910629999,299.4910725672,23.8059330652
24,26.07.2023 15:47:48.020,-78.6692912849999,299.4910760952,23.8069330592
25,26.07.2023 15:47:48.030,-78.6683499089999,299.4921314622,23.8069295452
26,26.07.2023 15:47:48.040,-78.6683499089999,299.4921314622,23.8069295452
27,26.07.2023 15:47:48.050,-78.6693485049999,299.4920779912,23.8079295182
